=== 2026-01-31T05:18:32 doc_id=552 page=5 phase=pass1 steps=1404 min_openxml_idx=50 pdf_units=175 openxml_units=62 ===
[0] Block0 Char="1" PDF[0] -> U0(pdf_1) OX[387] -> U6(108240) | SKIP cross_page_backward: openxml_idx=6 < min_from_prev_page=50
[875] Block7 Char="i" PDF[884] -> U110(pdf_111) OX[6823] -> U60(108294) | MATCH continue_existing_assignment cnt:2
[876] Block7 Char="s" PDF[885] -> U110(pdf_111) OX[6824] -> U60(108294) | MATCH continue_existing_assignment cnt:3
[877] Block7 Char="t" PDF[886] -> U110(pdf_111) OX[6825] -> U60(108294) | MATCH continue_existing_assignment cnt:4
[878] Block7 Char="e" PDF[887] -> U110(pdf_111) OX[6826] -> U60(108294) | MATCH continue_existing_assignment cnt:5
[879] Block7 Char="m" PDF[888] -> U110(pdf_111) OX[6827] -> U60(108294) | MATCH continue_existing_assignment cnt:6
[880] Block7 Char="t" PDF[889] -> U111(pdf_112) OX[6828] -> U60(108294) | MATCH new_assignment cnt:1
[881] Block7 Char="i" PDF[890] -> U111(pdf_112) OX[6829] -> U60(108294) | MATCH continue_existing_assignment cnt:2
[882] Block7 Char="d" PDF[891] -> U111(pdf_112) OX[6830] -> U60(108294) | MATCH continue_existing_assignment cnt:3
[883] Block7 Char="a" PDF[892] -> U111(pdf_112) OX[6831] -> U60(108294) | MATCH continue_existing_assignment cnt:4
[884] Block7 Char="k" PDF[893] -> U111(pdf_112) OX[6832] -> U60(108294) | MATCH continue_existing_assignment cnt:5
[885] Block7 Char="h" PDF[894] -> U112(pdf_113) OX[6833] -> U60(108294) | MATCH new_assignment cnt:1
[886] Block7 Char="a" PDF[895] -> U112(pdf_113) OX[6834] -> U60(108294) | MATCH continue_existing_assignment cnt:2
[887] Block7 Char="n" PDF[896] -> U112(pdf_113) OX[6835] -> U60(108294) | MATCH continue_existing_assignment cnt:3
[888] Block7 Char="y" PDF[897] -> U112(pdf_113) OX[6836] -> U60(108294) | MATCH continue_existing_assignment cnt:4
[889] Block7 Char="a" PDF[898] -> U112(pdf_113) OX[6837] -> U60(108294) | MATCH continue_existing_assignment cnt:5
[890] Block7 Char="m" PDF[899] -> U113(pdf_114) OX[6838] -> U60(108294) | MATCH new_assignment cnt:1
[891] Block7 Char="e" PDF[900] -> U113(pdf_114) OX[6839] -> U60(108294) | MATCH continue_existing_assignment cnt:2
[892] Block7 Char="m" PDF[901] -> U113(pdf_114) OX[6840] -> U60(108294) | MATCH continue_existing_assignment cnt:3
[893] Block7 Char="b" PDF[902] -> U113(pdf_114) OX[6841] -> U60(108294) | MATCH continue_existing_assignment cnt:4
[894] Block7 Char="e" PDF[903] -> U113(pdf_114) OX[6842] -> U60(108294) | MATCH continue_existing_assignment cnt:5
[895] Block7 Char="r" PDF[904] -> U113(pdf_114) OX[6843] -> U60(108294) | MATCH continue_existing_assignment cnt:6
[896] Block7 Char="i" PDF[905] -> U113(pdf_114) OX[6844] -> U60(108294) | MATCH continue_existing_assignment cnt:7
[897] Block7 Char="k" PDF[906] -> U113(pdf_114) OX[6845] -> U60(108294) | MATCH continue_existing_assignment cnt:8
[898] Block7 Char="a" PDF[907] -> U113(pdf_114) OX[6846] -> U60(108294) | MATCH continue_existing_assignment cnt:9
[899] Block7 Char="n" PDF[908] -> U113(pdf_114) OX[6847] -> U60(108294) | MATCH continue_existing_assignment cnt:10
[900] Block7 Char="p" PDF[909] -> U114(pdf_115) OX[6848] -> U60(108294) | MATCH new_assignment cnt:1
[901] Block7 Char="e" PDF[910] -> U114(pdf_115) OX[6849] -> U60(108294) | MATCH continue_existing_assignment cnt:2
[902] Block7 Char="r" PDF[911] -> U114(pdf_115) OX[6850] -> U60(108294) | MATCH continue_existing_assignment cnt:3
[903] Block7 Char="b" PDF[912] -> U114(pdf_115) OX[6851] -> U60(108294) | MATCH continue_existing_assignment cnt:4
[904] Block7 Char="a" PDF[913] -> U114(pdf_115) OX[6852] -> U60(108294) | MATCH continue_existing_assignment cnt:5
[905] Block7 Char="i" PDF[914] -> U114(pdf_115) OX[6853] -> U60(108294) | MATCH continue_existing_assignment cnt:6
[906] Block7 Char="k" PDF[915] -> U114(pdf_115) OX[6854] -> U60(108294) | MATCH continue_existing_assignment cnt:7
[907] Block7 Char="a" PDF[916] -> U114(pdf_115) OX[6855] -> U60(108294) | MATCH continue_existing_assignment cnt:8
[908] Block7 Char="n" PDF[917] -> U114(pdf_115) OX[6856] -> U60(108294) | MATCH continue_existing_assignment cnt:9
[909] Block7 Char="b" PDF[918] -> U115(pdf_116) OX[6857] -> U60(108294) | MATCH new_assignment cnt:1
[910] Block7 Char="e" PDF[919] -> U115(pdf_116) OX[6858] -> U60(108294) | MATCH continue_existing_assignment cnt:2
[911] Block7 Char="r" PDF[920] -> U115(pdf_116) OX[6859] -> U60(108294) | MATCH continue_existing_assignment cnt:3
[912] Block7 Char="b" PDF[921] -> U115(pdf_116) OX[6860] -> U60(108294) | MATCH continue_existing_assignment cnt:4
[913] Block7 Char="a" PDF[922] -> U115(pdf_116) OX[6861] -> U60(108294) | MATCH continue_existing_assignment cnt:5
[914] Block7 Char="s" PDF[923] -> U115(pdf_116) OX[6862] -> U60(108294) | MATCH continue_existing_assignment cnt:6
[915] Block7 Char="i" PDF[924] -> U115(pdf_116) OX[6863] -> U60(108294) | MATCH continue_existing_assignment cnt:7
[916] Block7 Char="s" PDF[925] -> U115(pdf_116) OX[6864] -> U60(108294) | MATCH continue_existing_assignment cnt:8
[917] Block7 Char="a" PDF[926] -> U116(pdf_117) OX[6865] -> U60(108294) | MATCH new_assignment cnt:1
[918] Block7 Char="t" PDF[927] -> U116(pdf_117) OX[6866] -> U60(108294) | MATCH continue_existing_assignment cnt:2
[919] Block7 Char="u" PDF[928] -> U116(pdf_117) OX[6867] -> U60(108294) | MATCH continue_existing_assignment cnt:3
[920] Block7 Char="r" PDF[929] -> U116(pdf_117) OX[6868] -> U60(108294) | MATCH continue_existing_assignment cnt:4
[921] Block7 Char="a" PDF[930] -> U116(pdf_117) OX[6869] -> U60(108294) | MATCH continue_existing_assignment cnt:5
[922] Block7 Char="n" PDF[931] -> U116(pdf_117) OX[6870] -> U60(108294) | MATCH continue_existing_assignment cnt:6
[923] Block7 Char="s" PDF[932] -> U117(pdf_118) OX[6871] -> U60(108294) | MATCH new_assignment cnt:1
[924] Block7 Char="t" PDF[933] -> U117(pdf_118) OX[6872] -> U60(108294) | MATCH continue_existing_assignment cnt:2
[925] Block7 Char="a" PDF[934] -> U117(pdf_118) OX[6873] -> U60(108294) | MATCH continue_existing_assignment cnt:3
[926] Block7 Char="t" PDF[935] -> U117(pdf_118) OX[6874] -> U60(108294) | MATCH continue_existing_assignment cnt:4
[927] Block7 Char="i" PDF[936] -> U117(pdf_118) OX[6875] -> U60(108294) | MATCH continue_existing_assignment cnt:5
[928] Block7 Char="s" PDF[937] -> U117(pdf_118) OX[6876] -> U60(108294) | MATCH continue_existing_assignment cnt:6
[929] Block7 Char="(" PDF[938] -> U118(pdf_119) OX[6877] -> U60(108294) | MATCH new_assignment cnt:1
[930] Block7 Char="r" PDF[939] -> U118(pdf_119) OX[6878] -> U60(108294) | MATCH continue_existing_assignment cnt:2
[931] Block7 Char="u" PDF[940] -> U118(pdf_119) OX[6879] -> U60(108294) | MATCH continue_existing_assignment cnt:3
[932] Block7 Char="l" PDF[941] -> U118(pdf_119) OX[6880] -> U60(108294) | MATCH continue_existing_assignment cnt:4
[933] Block7 Char="e" PDF[942] -> U118(pdf_119) OX[6881] -> U60(108294) | MATCH continue_existing_assignment cnt:5
[934] Block7 Char="-" PDF[943] -> U118(pdf_119) OX[6882] -> U60(108294) | MATCH continue_existing_assignment cnt:6
[935] Block7 Char="b" PDF[944] -> U118(pdf_119) OX[6883] -> U60(108294) | MATCH continue_existing_assignment cnt:7
[936] Block7 Char="a" PDF[945] -> U118(pdf_119) OX[6884] -> U60(108294) | MATCH continue_existing_assignment cnt:8
[937] Block7 Char="s" PDF[946] -> U118(pdf_119) OX[6885] -> U60(108294) | MATCH continue_existing_assignment cnt:9
[938] Block7 Char="e" PDF[947] -> U118(pdf_119) OX[6886] -> U60(108294) | MATCH continue_existing_assignment cnt:10
[939] Block7 Char="d" PDF[948] -> U118(pdf_119) OX[6887] -> U60(108294) | MATCH continue_existing_assignment cnt:11
[940] Block7 Char=")" PDF[949] -> U118(pdf_119) OX[6888] -> U60(108294) | MATCH continue_existing_assignment cnt:12
[941] Block7 Char="," PDF[950] -> U118(pdf_119) OX[6889] -> U60(108294) | MATCH continue_existing_assignment cnt:13
[942] Block7 Char="t" PDF[951] -> U119(pdf_120) OX[6890] -> U60(108294) | MATCH new_assignment cnt:1
[943] Block7 Char="e" PDF[952] -> U119(pdf_120) OX[6891] -> U60(108294) | MATCH continue_existing_assignment cnt:2
[944] Block7 Char="t" PDF[953] -> U119(pdf_120) OX[6892] -> U60(108294) | MATCH continue_existing_assignment cnt:3
[945] Block7 Char="a" PDF[954] -> U119(pdf_120) OX[6893] -> U60(108294) | MATCH continue_existing_assignment cnt:4
[946] Block7 Char="p" PDF[955] -> U119(pdf_120) OX[6894] -> U60(108294) | MATCH continue_existing_assignment cnt:5
[947] Block7 Char="i" PDF[956] -> U119(pdf_120) OX[6895] -> U60(108294) | MATCH continue_existing_assignment cnt:6
[948] Block7 Char="j" PDF[957] -> U120(pdf_121) OX[6896] -> U60(108294) | MATCH new_assignment cnt:1
[949] Block7 Char="u" PDF[958] -> U120(pdf_121) OX[6897] -> U60(108294) | MATCH continue_existing_assignment cnt:2
[950] Block7 Char="g" PDF[959] -> U120(pdf_121) OX[6898] -> U60(108294) | MATCH continue_existing_assignment cnt:3
[951] Block7 Char="a" PDF[960] -> U120(pdf_121) OX[6899] -> U60(108294) | MATCH continue_existing_assignment cnt:4
[952] Block7 Char="m" PDF[961] -> U121(pdf_122) OX[6900] -> U60(108294) | MATCH new_assignment cnt:1
[953] Block7 Char="e" PDF[962] -> U121(pdf_122) OX[6901] -> U60(108294) | MATCH continue_existing_assignment cnt:2
[954] Block7 Char="m" PDF[963] -> U121(pdf_122) OX[6902] -> U60(108294) | MATCH continue_existing_assignment cnt:3
[955] Block7 Char="p" PDF[964] -> U121(pdf_122) OX[6903] -> U60(108294) | MATCH continue_existing_assignment cnt:4
[956] Block7 Char="e" PDF[965] -> U121(pdf_122) OX[6904] -> U60(108294) | MATCH continue_existing_assignment cnt:5
[957] Block7 Char="r" PDF[966] -> U121(pdf_122) OX[6905] -> U60(108294) | MATCH continue_existing_assignment cnt:6
[958] Block7 Char="h" PDF[967] -> U121(pdf_122) OX[6906] -> U60(108294) | MATCH continue_existing_assignment cnt:7
[959] Block7 Char="a" PDF[968] -> U121(pdf_122) OX[6907] -> U60(108294) | MATCH continue_existing_assignment cnt:8
[960] Block7 Char="t" PDF[969] -> U121(pdf_122) OX[6908] -> U60(108294) | MATCH continue_existing_assignment cnt:9
[961] Block7 Char="i" PDF[970] -> U121(pdf_122) OX[6909] -> U60(108294) | MATCH continue_existing_assignment cnt:10
[962] Block7 Char="k" PDF[971] -> U121(pdf_122) OX[6910] -> U60(108294) | MATCH continue_existing_assignment cnt:11
[963] Block7 Char="a" PDF[972] -> U121(pdf_122) OX[6911] -> U60(108294) | MATCH continue_existing_assignment cnt:12
[964] Block7 Char="n" PDF[973] -> U121(pdf_122) OX[6912] -> U60(108294) | MATCH continue_existing_assignment cnt:13
[965] Block7 Char="k" PDF[974] -> U122(pdf_123) OX[6913] -> U60(108294) | MATCH new_assignment cnt:1
[966] Block7 Char="o" PDF[975] -> U122(pdf_123) OX[6914] -> U60(108294) | MATCH continue_existing_assignment cnt:2
[967] Block7 Char="n" PDF[976] -> U122(pdf_123) OX[6915] -> U60(108294) | MATCH continue_existing_assignment cnt:3
[968] Block7 Char="s" PDF[977] -> U122(pdf_123) OX[6916] -> U60(108294) | MATCH continue_existing_assignment cnt:4
[969] Block7 Char="i" PDF[978] -> U122(pdf_123) OX[6917] -> U60(108294) | MATCH continue_existing_assignment cnt:5
[970] Block7 Char="s" PDF[979] -> U122(pdf_123) OX[6918] -> U60(108294) | MATCH continue_existing_assignment cnt:6
[971] Block7 Char="t" PDF[980] -> U122(pdf_123) OX[6919] -> U60(108294) | MATCH continue_existing_assignment cnt:7
[972] Block7 Char="e" PDF[981] -> U122(pdf_123) OX[6920] -> U60(108294) | MATCH continue_existing_assignment cnt:8
[973] Block7 Char="n" PDF[982] -> U122(pdf_123) OX[6921] -> U60(108294) | MATCH continue_existing_assignment cnt:9
[974] Block7 Char="s" PDF[983] -> U122(pdf_123) OX[6922] -> U60(108294) | MATCH continue_existing_assignment cnt:10
[975] Block7 Char="i" PDF[984] -> U122(pdf_123) OX[6923] -> U60(108294) | MATCH continue_existing_assignment cnt:11
[976] Block7 Char="g" PDF[985] -> U123(pdf_124) OX[6924] -> U60(108294) | MATCH new_assignment cnt:1
[977] Block7 Char="a" PDF[986] -> U123(pdf_124) OX[6925] -> U60(108294) | MATCH continue_existing_assignment cnt:2
[978] Block7 Char="y" PDF[987] -> U123(pdf_124) OX[6926] -> U60(108294) | MATCH continue_existing_assignment cnt:3
[979] Block7 Char="a" PDF[988] -> U123(pdf_124) OX[6927] -> U60(108294) | MATCH continue_existing_assignment cnt:4
[980] Block7 Char="p" PDF[989] -> U124(pdf_125) OX[6928] -> U60(108294) | MATCH new_assignment cnt:1
[981] Block7 Char="e" PDF[990] -> U124(pdf_125) OX[6929] -> U60(108294) | MATCH continue_existing_assignment cnt:2
[982] Block7 Char="n" PDF[991] -> U124(pdf_125) OX[6930] -> U60(108294) | MATCH continue_existing_assignment cnt:3
[983] Block7 Char="u" PDF[992] -> U124(pdf_125) OX[6931] -> U60(108294) | MATCH continue_existing_assignment cnt:4
[984] Block7 Char="l" PDF[993] -> U124(pdf_125) OX[6932] -> U60(108294) | MATCH continue_existing_assignment cnt:5
[985] Block7 Char="i" PDF[994] -> U124(pdf_125) OX[6933] -> U60(108294) | MATCH continue_existing_assignment cnt:6
[986] Block7 Char="s" PDF[995] -> U124(pdf_125) OX[6934] -> U60(108294) | MATCH continue_existing_assignment cnt:7
[987] Block7 Char="a" PDF[996] -> U124(pdf_125) OX[6935] -> U60(108294) | MATCH continue_existing_assignment cnt:8
[988] Block7 Char="n" PDF[997] -> U124(pdf_125) OX[6936] -> U60(108294) | MATCH continue_existing_assignment cnt:9
[989] Block7 Char="," PDF[998] -> U124(pdf_125) OX[6937] -> U60(108294) | MATCH continue_existing_assignment cnt:10
[990] Block7 Char="k" PDF[999] -> U124(pdf_125) OX[6938] -> U60(108294) | MATCH continue_existing_assignment cnt:11
[991] Block7 Char="o" PDF[1000] -> U124(pdf_125) OX[6939] -> U60(108294) | MATCH continue_existing_assignment cnt:12
[992] Block7 Char="n" PDF[1001] -> U124(pdf_125) OX[6940] -> U60(108294) | MATCH continue_existing_assignment cnt:13
[993] Block7 Char="t" PDF[1002] -> U124(pdf_125) OX[6941] -> U60(108294) | MATCH continue_existing_assignment cnt:14
[994] Block7 Char="e" PDF[1003] -> U124(pdf_125) OX[6942] -> U60(108294) | MATCH continue_existing_assignment cnt:15
[995] Block7 Char="k" PDF[1004] -> U124(pdf_125) OX[6943] -> U60(108294) | MATCH continue_existing_assignment cnt:16
[996] Block7 Char="s" PDF[1005] -> U124(pdf_125) OX[6944] -> U60(108294) | MATCH continue_existing_assignment cnt:17
[997] Block7 Char="i" PDF[1006] -> U124(pdf_125) OX[6945] -> U60(108294) | MATCH continue_existing_assignment cnt:18
[998] Block7 Char="s" PDF[1007] -> U124(pdf_125) OX[6946] -> U60(108294) | MATCH continue_existing_assignment cnt:19
[999] Block7 Char="i" PDF[1008] -> U124(pdf_125) OX[6947] -> U60(108294) | MATCH continue_existing_assignment cnt:20
[1000] Block7 Char="d" PDF[1009] -> U124(pdf_125) OX[6948] -> U60(108294) | MATCH continue_existing_assignment cnt:21
[1001] Block7 Char="o" PDF[1010] -> U124(pdf_125) OX[6949] -> U60(108294) | MATCH continue_existing_assignment cnt:22
[1002] Block7 Char="k" PDF[1011] -> U124(pdf_125) OX[6950] -> U60(108294) | MATCH continue_existing_assignment cnt:23
[1003] Block7 Char="u" PDF[1012] -> U124(pdf_125) OX[6951] -> U60(108294) | MATCH continue_existing_assignment cnt:24
[1004] Block7 Char="m" PDF[1013] -> U124(pdf_125) OX[6952] -> U60(108294) | MATCH continue_existing_assignment cnt:25
[1005] Block7 Char="e" PDF[1014] -> U124(pdf_125) OX[6953] -> U60(108294) | MATCH continue_existing_assignment cnt:26
[1006] Block7 Char="n" PDF[1015] -> U124(pdf_125) OX[6954] -> U60(108294) | MATCH continue_existing_assignment cnt:27
[1007] Block7 Char="," PDF[1016] -> U124(pdf_125) OX[6955] -> U60(108294) | MATCH continue_existing_assignment cnt:28
[1008] Block7 Char="s" PDF[1017] -> U124(pdf_125) OX[6956] -> U60(108294) | MATCH continue_existing_assignment cnt:29
[1009] Block7 Char="e" PDF[1018] -> U124(pdf_125) OX[6957] -> U60(108294) | MATCH continue_existing_assignment cnt:30
[1010] Block7 Char="r" PDF[1019] -> U124(pdf_125) OX[6958] -> U60(108294) | MATCH continue_existing_assignment cnt:31
[1011] Block7 Char="t" PDF[1020] -> U124(pdf_125) OX[6959] -> U60(108294) | MATCH continue_existing_assignment cnt:32
[1012] Block7 Char="a" PDF[1021] -> U124(pdf_125) OX[6960] -> U60(108294) | MATCH continue_existing_assignment cnt:33
[1013] Block7 Char="s" PDF[1022] -> U124(pdf_125) OX[6961] -> U60(108294) | MATCH continue_existing_assignment cnt:34
[1014] Block7 Char="t" PDF[1023] -> U124(pdf_125) OX[6962] -> U60(108294) | MATCH continue_existing_assignment cnt:35
[1015] Block7 Char="r" PDF[1024] -> U124(pdf_125) OX[6963] -> U60(108294) | MATCH continue_existing_assignment cnt:36
[1016] Block7 Char="u" PDF[1025] -> U124(pdf_125) OX[6964] -> U60(108294) | MATCH continue_existing_assignment cnt:37
[1017] Block7 Char="k" PDF[1026] -> U124(pdf_125) OX[6965] -> U60(108294) | MATCH continue_existing_assignment cnt:38
[1018] Block7 Char="t" PDF[1027] -> U124(pdf_125) OX[6966] -> U60(108294) | MATCH continue_existing_assignment cnt:39
[1019] Block7 Char="u" PDF[1028] -> U124(pdf_125) OX[6967] -> U60(108294) | MATCH continue_existing_assignment cnt:40
[1020] Block7 Char="r" PDF[1029] -> U124(pdf_125) OX[6968] -> U60(108294) | MATCH continue_existing_assignment cnt:41
[1021] Block7 Char="k" PDF[1030] -> U124(pdf_125) OX[6969] -> U60(108294) | MATCH continue_existing_assignment cnt:42
[1022] Block7 Char="e" PDF[1031] -> U124(pdf_125) OX[6970] -> U60(108294) | MATCH continue_existing_assignment cnt:43
[1023] Block7 Char="s" PDF[1032] -> U124(pdf_125) OX[6971] -> U60(108294) | MATCH continue_existing_assignment cnt:44
[1024] Block7 Char="e" PDF[1033] -> U124(pdf_125) OX[6972] -> U60(108294) | MATCH continue_existing_assignment cnt:45
[1025] Block7 Char="l" PDF[1034] -> U124(pdf_125) OX[6973] -> U60(108294) | MATCH continue_existing_assignment cnt:46
[1026] Block7 Char="u" PDF[1035] -> U124(pdf_125) OX[6974] -> U60(108294) | MATCH continue_existing_assignment cnt:47
[1027] Block7 Char="r" PDF[1036] -> U124(pdf_125) OX[6975] -> U60(108294) | MATCH continue_existing_assignment cnt:48
[1028] Block7 Char="u" PDF[1037] -> U124(pdf_125) OX[6976] -> U60(108294) | MATCH continue_existing_assignment cnt:49
[1029] Block7 Char="h" PDF[1038] -> U124(pdf_125) OX[6977] -> U60(108294) | MATCH continue_existing_assignment cnt:50
[1030] Block7 Char="a" PDF[1039] -> U124(pdf_125) OX[6978] -> U60(108294) | MATCH continue_existing_assignment cnt:51
[1031] Block7 Char="n" PDF[1040] -> U124(pdf_125) OX[6979] -> U60(108294) | MATCH continue_existing_assignment cnt:52
[1032] Block7 Char="n" PDF[1041] -> U125(pdf_126) OX[6980] -> U60(108294) | MATCH new_assignment cnt:1
[1033] Block7 Char="a" PDF[1042] -> U125(pdf_126) OX[6981] -> U60(108294) | MATCH continue_existing_assignment cnt:2
[1034] Block7 Char="s" PDF[1043] -> U125(pdf_126) OX[6982] -> U60(108294) | MATCH continue_existing_assignment cnt:3
[1035] Block7 Char="k" PDF[1044] -> U125(pdf_126) OX[6983] -> U60(108294) | MATCH continue_existing_assignment cnt:4
[1036] Block7 Char="a" PDF[1045] -> U125(pdf_126) OX[6984] -> U60(108294) | MATCH continue_existing_assignment cnt:5
[1037] Block7 Char="h" PDF[1046] -> U125(pdf_126) OX[6985] -> U60(108294) | MATCH continue_existing_assignment cnt:6
[1038] Block7 Char="i" PDF[1047] -> U126(pdf_127) OX[6986] -> U60(108294) | MATCH new_assignment cnt:1
[1039] Block7 Char="l" PDF[1048] -> U126(pdf_127) OX[6987] -> U60(108294) | MATCH continue_existing_assignment cnt:2
[1040] Block7 Char="m" PDF[1049] -> U126(pdf_127) OX[6988] -> U60(108294) | MATCH continue_existing_assignment cnt:3
[1041] Block7 Char="i" PDF[1050] -> U126(pdf_127) OX[6989] -> U60(108294) | MATCH continue_existing_assignment cnt:4
[1042] Block7 Char="a" PDF[1051] -> U126(pdf_127) OX[6990] -> U60(108294) | MATCH continue_existing_assignment cnt:5
[1043] Block7 Char="h" PDF[1052] -> U126(pdf_127) OX[6991] -> U60(108294) | MATCH continue_existing_assignment cnt:6
[1044] Block8 Char="d" PDF[1054] -> U127(pdf_128) OX[6992] -> U61(108295) | MATCH new_assignment cnt:1
[1045] Block8 Char="e" PDF[1055] -> U127(pdf_128) OX[6993] -> U61(108295) | MATCH continue_existing_assignment cnt:2
[1046] Block8 Char="n" PDF[1056] -> U127(pdf_128) OX[6994] -> U61(108295) | MATCH continue_existing_assignment cnt:3
[1047] Block8 Char="g" PDF[1057] -> U127(pdf_128) OX[6995] -> U61(108295) | MATCH continue_existing_assignment cnt:4
[1048] Block8 Char="a" PDF[1058] -> U127(pdf_128) OX[6996] -> U61(108295) | MATCH continue_existing_assignment cnt:5
[1049] Block8 Char="n" PDF[1059] -> U127(pdf_128) OX[6997] -> U61(108295) | MATCH continue_existing_assignment cnt:6
[1050] Block8 Char="d" PDF[1060] -> U128(pdf_129) OX[6998] -> U61(108295) | MATCH new_assignment cnt:1
[1051] Block8 Char="e" PDF[1061] -> U128(pdf_129) OX[6999] -> U61(108295) | MATCH continue_existing_assignment cnt:2
[1052] Block8 Char="m" PDF[1062] -> U128(pdf_129) OX[7000] -> U61(108295) | MATCH continue_existing_assignment cnt:3
[1053] Block8 Char="i" PDF[1063] -> U128(pdf_129) OX[7001] -> U61(108295) | MATCH continue_existing_assignment cnt:4
[1054] Block8 Char="k" PDF[1064] -> U128(pdf_129) OX[7002] -> U61(108295) | MATCH continue_existing_assignment cnt:5
[1055] Block8 Char="i" PDF[1065] -> U128(pdf_129) OX[7003] -> U61(108295) | MATCH continue_existing_assignment cnt:6
[1056] Block8 Char="a" PDF[1066] -> U128(pdf_129) OX[7004] -> U61(108295) | MATCH continue_existing_assignment cnt:7
[1057] Block8 Char="n" PDF[1067] -> U128(pdf_129) OX[7005] -> U61(108295) | MATCH continue_existing_assignment cnt:8
[1058] Block8 Char="," PDF[1068] -> U128(pdf_129) OX[7006] -> U61(108295) | MATCH continue_existing_assignment cnt:9
[1059] Block8 Char="i" PDF[1069] -> U129(pdf_130) OX[7007] -> U61(108295) | MATCH new_assignment cnt:1
[1060] Block8 Char="n" PDF[1070] -> U129(pdf_130) OX[7008] -> U61(108295) | MATCH continue_existing_assignment cnt:2
[1061] Block8 Char="t" PDF[1071] -> U129(pdf_130) OX[7009] -> U61(108295) | MATCH continue_existing_assignment cnt:3
[1062] Block8 Char="e" PDF[1072] -> U129(pdf_130) OX[7010] -> U61(108295) | MATCH continue_existing_assignment cnt:4
[1063] Block8 Char="g" PDF[1073] -> U129(pdf_130) OX[7011] -> U61(108295) | MATCH continue_existing_assignment cnt:5
[1064] Block8 Char="r" PDF[1074] -> U129(pdf_130) OX[7012] -> U61(108295) | MATCH continue_existing_assignment cnt:6
[1065] Block8 Char="a" PDF[1075] -> U129(pdf_130) OX[7013] -> U61(108295) | MATCH continue_existing_assignment cnt:7
[1066] Block8 Char="s" PDF[1076] -> U129(pdf_130) OX[7014] -> U61(108295) | MATCH continue_existing_assignment cnt:8
[1067] Block8 Char="i" PDF[1077] -> U129(pdf_130) OX[7015] -> U61(108295) | MATCH continue_existing_assignment cnt:9
[1068] Block8 Char="a" PDF[1078] -> U130(pdf_131) OX[7016] -> U61(108295) | MATCH new_assignment cnt:1
[1069] Block8 Char="n" PDF[1079] -> U130(pdf_131) OX[7017] -> U61(108295) | MATCH continue_existing_assignment cnt:2
[1070] Block8 Char="t" PDF[1080] -> U130(pdf_131) OX[7018] -> U61(108295) | MATCH continue_existing_assignment cnt:3
[1071] Block8 Char="a" PDF[1081] -> U130(pdf_131) OX[7019] -> U61(108295) | MATCH continue_existing_assignment cnt:4
[1072] Block8 Char="r" PDF[1082] -> U130(pdf_131) OX[7020] -> U61(108295) | MATCH continue_existing_assignment cnt:5
[1073] Block8 Char="a" PDF[1083] -> U130(pdf_131) OX[7021] -> U61(108295) | MATCH continue_existing_assignment cnt:6
[1074] Block8 Char="l" PDF[1084] -> U131(pdf_132) OX[7022] -> U61(108295) | MATCH new_assignment cnt:1
[1075] Block8 Char="l" PDF[1085] -> U131(pdf_132) OX[7023] -> U61(108295) | MATCH continue_existing_assignment cnt:2
[1076] Block8 Char="m" PDF[1086] -> U131(pdf_132) OX[7024] -> U61(108295) | MATCH continue_existing_assignment cnt:3
[1077] Block8 Char="d" PDF[1087] -> U132(pdf_133) OX[7025] -> U61(108295) | MATCH new_assignment cnt:1
[1078] Block8 Char="a" PDF[1088] -> U132(pdf_133) OX[7026] -> U61(108295) | MATCH continue_existing_assignment cnt:2
[1079] Block8 Char="n" PDF[1089] -> U132(pdf_133) OX[7027] -> U61(108295) | MATCH continue_existing_assignment cnt:3
[1080] Block8 Char="p" PDF[1090] -> U133(pdf_134) OX[7028] -> U61(108295) | MATCH new_assignment cnt:1
[1081] Block8 Char="r" PDF[1091] -> U133(pdf_134) OX[7029] -> U61(108295) | MATCH continue_existing_assignment cnt:2
[1082] Block8 Char="o" PDF[1092] -> U133(pdf_134) OX[7030] -> U61(108295) | MATCH continue_existing_assignment cnt:3
[1083] Block8 Char="m" PDF[1093] -> U133(pdf_134) OX[7031] -> U61(108295) | MATCH continue_existing_assignment cnt:4
[1084] Block8 Char="p" PDF[1094] -> U133(pdf_134) OX[7032] -> U61(108295) | MATCH continue_existing_assignment cnt:5
[1085] Block8 Char="t" PDF[1095] -> U133(pdf_134) OX[7033] -> U61(108295) | MATCH continue_existing_assignment cnt:6
[1086] Block8 Char="e" PDF[1096] -> U134(pdf_135) OX[7034] -> U61(108295) | MATCH new_assignment cnt:1
[1087] Block8 Char="n" PDF[1097] -> U134(pdf_135) OX[7035] -> U61(108295) | MATCH continue_existing_assignment cnt:2
[1088] Block8 Char="g" PDF[1098] -> U134(pdf_135) OX[7036] -> U61(108295) | MATCH continue_existing_assignment cnt:3
[1089] Block8 Char="i" PDF[1099] -> U134(pdf_135) OX[7037] -> U61(108295) | MATCH continue_existing_assignment cnt:4
[1090] Block8 Char="n" PDF[1100] -> U134(pdf_135) OX[7038] -> U61(108295) | MATCH continue_existing_assignment cnt:5
[1091] Block8 Char="e" PDF[1101] -> U134(pdf_135) OX[7039] -> U61(108295) | MATCH continue_existing_assignment cnt:6
[1092] Block8 Char="e" PDF[1102] -> U134(pdf_135) OX[7040] -> U61(108295) | MATCH continue_existing_assignment cnt:7
